Gene,H1,H2,H3,H4,I1,I2,I3,I4
gene:ENSG00000082556,297,239,272,340,301,193,192,355
gene:ENSG00000047249,2592,1826,2749,3117,3580,1586,1675,2672
gene:ENSG00000147509,2192,1456,2207,2424,1946,1147,1050,2614
gene:ENSG00000187735,1852,1422,2783,2681,4104,1613,1564,1917
gene:ENSG00000120992,2130,1495,2113,2321,2959,1454,1190,2146
gene:ENSG00000137547,551,438,605,555,1051,632,483,560
gene:ENSG00000164736,28,26,60,24,44,29,33,45
gene:ENSG00000104237,4527,3336,3983,4403,3736,2721,2521,4768
gene:ENSG00000206579,5980,4728,5379,6366,5645,3835,3395,6964
gene:ENSG00000167904,1089,822,1198,1223,1304,729,760,1235
gene:ENSG00000137574,1606,1214,2102,2227,3330,1098,1150,1280
gene:ENSG00000254087,15321,8586,7634,12227,13544,6201,5846,20558
gene:ENSG00000008988,8328,11287,27932,16853,26836,7275,8760,12312
gene:ENSG00000172680,8,11,3,5,23,7,5,28
gene:ENSG00000181690,679,692,1002,937,1236,557,423,786
gene:ENSG00000170791,725,688,1503,1218,2003,906,816,1153
gene:ENSG00000170786,352,198,300,261,224,176,151,331
gene:ENSG00000181195,94,71,97,97,82,61,40,114
gene:ENSG00000104331,1717,1081,1817,2184,3152,1837,1607,1673
gene:ENSG00000169122,2876,2404,2590,3166,2560,1767,1475,3506
gene:ENSG00000215114,1236,831,1434,1248,1438,921,762,1089
gene:ENSG00000167910,149,80,109,130,128,48,82,180
gene:ENSG00000137575,4757,1982,3387,3370,5568,2026,1884,5721
gene:ENSG00000035681,2504,2019,3299,3268,3446,1639,2135,3302
gene:ENSG00000198846,6966,4524,6552,8867,6445,3474,4252,5235
gene:ENSG00000178538,1496,1165,1372,1625,1446,892,664,1934
gene:ENSG00000104388,5096,3063,4808,5764,7275,2604,2758,4757
gene:ENSG00000171316,4121,3166,5765,5438,6302,2891,2557,3813
gene:ENSG00000177182,6813,5356,7342,7792,8100,6309,4451,7786
gene:ENSG00000198363,3412,2490,2929,3362,3805,2194,2725,3850
gene:ENSG00000185942,9775,7482,8736,9862,8451,5808,5265,10701
gene:ENSG00000137563,409,353,338,472,1217,743,435,525
gene:ENSG00000137561,547,389,456,507,426,240,285,576
gene:ENSG00000185728,2949,1639,2786,3247,4281,2011,1864,2679
gene:ENSG00000180828,32,27,23,54,26,20,13,30
gene:ENSG00000172817,2764,1997,2266,2655,2376,1673,1488,3111
gene:ENSG00000104442,903,876,1523,1178,1673,712,698,877
gene:ENSG00000066855,2498,1788,2589,2854,2782,1529,1654,2807
gene:ENSG00000205268,5898,4168,11804,8201,8143,2529,4457,3791
gene:ENSG00000147570,937,800,923,968,899,704,842,1079
gene:ENSG00000147573,735,591,648,788,689,459,407,887
gene:ENSG00000147571,43,22,31,53,55,19,21,45
gene:ENSG00000179041,120,84,248,194,352,271,290,78
gene:ENSG00000285655,27,45,48,58,65,31,14,49
gene:ENSG00000285791,439,374,411,413,413,204,257,613
gene:ENSG00000147576,0,0,0,0,0,0,0,0
gene:ENSG00000169085,0,0,0,0,0,0,0,0
gene:ENSG00000185697,2951,2535,3399,7999,4117,1216,1665,1344
gene:ENSG00000175073,2323,1740,3137,3978,4201,2038,2100,2432
gene:ENSG00000288596,3,0,0,0,1,0,0,0
gene:ENSG00000288602,727,512,747,785,753,312,377,890
gene:ENSG00000104205,303,206,265,187,513,165,155,376
gene:ENSG00000178460,1222,984,1124,1345,1263,515,553,1507
gene:ENSG00000261787,256,158,252,269,281,162,137,301
gene:ENSG00000178125,2127,1704,2048,2553,2230,865,1079,2601
gene:ENSG00000121022,760,487,768,808,868,592,466,802
gene:ENSG00000104218,2667,2134,2963,3533,3673,1606,1721,2819
gene:ENSG00000066777,6105,4282,7297,7624,8777,3335,4001,5379
gene:ENSG00000165078,9343,8798,8246,8680,6361,5950,4316,7632
gene:ENSG00000046889,3270,2531,2772,3309,2832,1990,2012,3593
gene:ENSG00000165084,6308,4893,5654,6114,5638,3441,3315,7257
gene:ENSG00000137573,3041,2155,2569,2984,2725,1630,1576,3650
gene:ENSG00000137571,4430,6525,5147,5420,6525,5391,6071,8276
gene:ENSG00000280393,7,3,5,2,4,5,1,15
gene:ENSG00000147596,546,496,452,693,587,255,262,813
gene:ENSG00000140396,9100,6346,9597,11510,11427,4747,4853,8292
gene:ENSG00000067167,2997,2651,4924,4566,11358,6000,4139,3302
gene:ENSG00000147592,968,715,859,1097,1202,573,537,945
gene:ENSG00000221947,1337,1014,1161,1368,1199,841,734,1389
gene:ENSG00000104313,4730,3904,4317,4734,4539,2855,2719,5928
gene:ENSG00000178860,59,82,72,89,85,64,65,58
gene:ENSG00000104321,529,443,415,663,506,330,333,676
gene:ENSG00000182674,5197,4114,4517,5198,5019,3054,2918,5728
gene:ENSG00000147601,1329,1046,1604,2013,1933,696,826,946
gene:ENSG00000164764,863,706,936,901,858,545,452,1119
gene:ENSG00000274443,326,226,240,249,225,126,138,286
gene:ENSG00000147604,3495,4572,9816,5512,7978,2640,2315,4249
gene:ENSG00000121039,370,339,420,602,443,313,294,430
gene:ENSG00000040341,4933,3713,5063,6210,5656,2815,2974,4964
gene:ENSG00000258677,574,686,598,815,773,338,423,908
gene:ENSG00000104343,2,0,0,0,0,0,6,1
gene:ENSG00000154582,1279,1030,1449,1485,2549,1174,1148,1428
gene:ENSG00000175606,505,295,587,611,1120,710,721,535
gene:ENSG00000154589,1176,815,757,1052,1092,619,659,1357
gene:ENSG00000104369,1113,896,953,1145,1015,620,575,1195
gene:ENSG00000104381,2288,1702,2006,2465,2288,1378,1264,2301
gene:ENSG00000137558,304,198,236,254,254,150,160,295
gene:ENSG00000121005,588,494,515,594,485,373,418,726
gene:ENSG00000164749,1895,1553,1681,2036,1724,1056,1095,2077
gene:ENSG00000091656,2366,1667,1859,2181,1852,1213,1100,2546
gene:ENSG00000164751,970,646,1270,1281,1468,921,646,763
gene:ENSG00000171033,1234,1280,2609,1544,2561,687,937,1303
gene:ENSG00000104427,833,632,811,833,923,459,438,982
gene:ENSG00000104432,2309,1819,2582,2825,3037,1344,1353,2580
gene:ENSG00000104435,704,462,602,650,662,381,349,752
gene:ENSG00000164683,74,37,50,95,54,47,69,79
gene:ENSG00000147586,34,32,78,60,165,92,53,58
gene:ENSG00000276418,96,68,107,108,94,59,47,92
gene:ENSG00000076554,3039,2160,3130,3858,3389,1593,1659,3818
gene:ENSG00000205189,1693,1092,1546,1970,2674,699,821,1498
gene:ENSG00000164684,3595,2751,3249,3761,3488,2276,1789,4213
gene:ENSG00000076641,6830,4950,11419,7025,14494,3987,5867,7376
gene:ENSG00000164687,156,108,170,151,771,367,280,197
gene:ENSG00000147588,133,77,96,101,89,52,73,100
gene:ENSG00000205186,57,38,49,59,64,30,29,77
gene:ENSG00000170323,30,25,14,26,26,22,47,30
gene:ENSG00000197416,37,51,39,67,57,25,36,65
gene:ENSG00000133731,548,376,700,782,1142,440,483,513
gene:ENSG00000253598,27,6,21,14,10,11,16,18
gene:ENSG00000280193,95,39,59,98,76,17,38,101
gene:ENSG00000104231,860,714,1188,961,1091,561,725,815
gene:ENSG00000164695,307,266,275,309,322,172,163,407
gene:ENSG00000104497,638,515,554,684,877,460,416,540
gene:ENSG00000184672,7658,5762,6479,7979,7180,4362,4281,8742
gene:ENSG00000133739,494,435,681,611,792,471,558,556
gene:ENSG00000133740,728,616,790,1008,969,603,430,748
gene:ENSG00000176731,761,661,1271,1095,1800,764,824,738
gene:ENSG00000185015,1279,920,1034,1477,1278,643,817,1662
gene:ENSG00000133742,583,453,549,672,1009,381,372,758
gene:ENSG00000164879,1176,776,841,1183,978,657,532,1204
gene:ENSG00000104267,410,415,304,354,603,360,713,626
gene:ENSG00000147614,2447,1995,2114,2553,2275,1258,1286,2975
gene:ENSG00000147613,630,448,474,605,609,361,293,726
gene:ENSG00000164893,1726,1487,1690,1864,1747,848,1012,2125
gene:ENSG00000123124,3818,3222,6074,5111,7134,2198,2808,3320
gene:ENSG00000176623,1132,951,1399,1391,1994,946,839,1271
gene:ENSG00000085719,1992,1632,2753,2705,3774,1511,1746,2369
gene:ENSG00000170289,2759,2211,2416,3018,2674,1601,1480,2935
gene:ENSG00000176571,8038,6653,7094,8511,7755,4589,4547,9647
gene:ENSG00000176566,69,29,43,79,54,25,46,93
gene:ENSG00000156103,3012,2543,2650,3506,3016,1858,1860,3726
gene:ENSG00000104312,2236,1168,1323,1655,2426,874,904,3422
gene:ENSG00000164823,975,697,898,950,1193,453,501,1108
gene:ENSG00000104320,1711,1309,2146,2478,3088,1556,1512,2151
gene:ENSG00000104325,2384,1631,2661,2669,3668,1846,1809,2078
gene:ENSG00000104327,357,266,361,462,322,236,253,357
gene:ENSG00000180694,2938,2119,2552,3095,2935,1438,1524,3102
gene:ENSG00000123119,2146,1475,1838,2032,1866,1095,1096,2546
gene:ENSG00000253250,171,185,164,184,183,134,108,150
gene:ENSG00000155099,976,652,736,635,1181,558,730,859
gene:ENSG00000155100,410,297,474,561,656,299,351,306
gene:ENSG00000214954,1588,1070,1705,1760,1887,821,988,1566
gene:ENSG00000147606,1651,1237,1574,1850,1562,1084,1109,1810
gene:ENSG00000079102,2013,1732,1678,2157,1808,1196,1201,2356
gene:ENSG00000205133,1719,1210,1399,1493,1595,1025,1026,1860
gene:ENSG00000188343,439,290,437,475,483,269,251,539
gene:ENSG00000183808,551,464,990,943,1172,554,622,359
gene:ENSG00000279331,13,14,15,23,17,8,3,15
gene:ENSG00000164953,890,725,848,992,883,498,466,999
gene:ENSG00000164951,1931,1598,2312,2451,2761,1375,1155,2633
gene:ENSG00000079112,1398,1200,1277,1734,1469,854,763,1835
gene:ENSG00000164949,182,180,196,230,212,120,122,297
gene:ENSG00000197275,408,349,407,498,547,345,247,560
gene:ENSG00000265817,0,0,0,0,0,0,0,0
gene:ENSG00000164944,2481,2093,3367,3528,4515,2072,1971,2205
gene:ENSG00000104413,1098,973,1047,1306,1248,617,657,1533
gene:ENSG00000156162,1357,1134,1716,1742,1681,821,920,1701
gene:ENSG00000164941,1769,1384,2221,2075,3073,1580,1300,1827
gene:ENSG00000175305,177,219,242,363,572,283,262,257
gene:ENSG00000156170,5184,4540,5309,6392,6328,3811,3360,6410
gene:ENSG00000164938,1258,805,1456,1537,2882,2596,1344,1444
gene:ENSG00000175895,1236,934,1682,1476,2075,900,958,1283
gene:ENSG00000156172,291,188,261,297,339,150,159,344
gene:ENSG00000156466,267,291,279,307,296,222,164,330
gene:ENSG00000156467,1840,2130,4146,2955,5835,2349,2099,2673
gene:ENSG00000156469,474,392,450,506,597,283,327,387
gene:ENSG00000156471,3131,2374,3260,3429,4137,2373,1930,3283
gene:ENSG00000169439,1514,1252,1382,1590,1528,939,866,2043
gene:ENSG00000104324,9758,6751,8207,9165,8974,5563,4769,9084
gene:ENSG00000180543,78,115,182,153,140,127,66,149
gene:ENSG00000147649,7188,6034,9606,9996,22491,10640,8085,8600
gene:ENSG00000104341,1363,1052,1385,1512,1622,957,868,1683
gene:ENSG00000132561,3173,2503,2613,3544,3206,1730,1853,3853
gene:ENSG00000156482,12633,16722,36774,22814,40373,14334,15003,17490
gene:ENSG00000177459,562,498,497,686,644,333,316,830
gene:ENSG00000132541,444,409,459,540,682,353,306,502
gene:ENSG00000104356,933,661,1023,1186,1136,660,681,1046
gene:ENSG00000104361,2319,1625,1932,2447,2302,1190,1180,2430
gene:ENSG00000104375,9241,6718,7983,9038,8909,5099,5677,10617
gene:ENSG00000278914,0,0,0,0,0,0,0,0
gene:ENSG00000156486,49,52,78,54,53,60,35,78
gene:ENSG00000164920,165,81,106,126,101,78,77,220
gene:ENSG00000132549,15226,10851,15818,18258,17837,8135,9156,15120
gene:ENSG00000164919,1449,1438,2769,2502,5198,2095,2260,2199
gene:ENSG00000132554,2621,1946,2386,2876,2518,1219,1289,2974
gene:ENSG00000156509,172,164,215,241,257,135,87,190
gene:ENSG00000147669,458,409,670,804,1201,560,488,455
gene:ENSG00000104450,1897,1496,1983,2400,2400,1150,1043,2307
gene:ENSG00000034677,4208,2893,4671,6159,7063,2314,2977,3514
gene:ENSG00000186106,808,702,1129,1098,1255,590,543,838
gene:ENSG00000174226,1650,1290,1677,1883,1724,852,908,2013
gene:ENSG00000070756,31859,28926,63563,36691,64409,20147,18523,36801
gene:ENSG00000164924,10464,8160,14012,16621,23934,9970,9287,11100
gene:ENSG00000120963,1447,984,1918,1622,2738,1330,1226,1279
gene:ENSG00000083307,2909,2235,2370,3251,2802,1700,1537,3362
gene:ENSG00000104490,9047,6592,7943,12612,8041,4483,4832,7327
gene:ENSG00000048392,889,648,1062,960,1165,590,516,892
gene:ENSG00000104517,5362,4296,7691,7401,9433,4942,4358,4804
gene:ENSG00000155087,264,180,168,278,195,156,135,274
gene:ENSG00000155090,4014,1824,1772,1240,2265,1687,1706,4840
gene:ENSG00000155096,2642,1925,3154,3188,4297,2740,2330,3035
gene:ENSG00000155097,1415,973,1274,1469,2307,1190,1004,1516
gene:ENSG00000164929,1159,895,940,1345,1251,818,680,1466
gene:ENSG00000164930,485,492,492,578,587,312,449,503
gene:ENSG00000164932,109,104,171,192,171,71,71,184
gene:ENSG00000164933,0,1,0,0,0,0,0,0
gene:ENSG00000285982,1648,1295,1241,1730,1637,905,891,1949
gene:ENSG00000164934,928,627,1040,1231,1562,813,763,794
gene:ENSG00000176406,8966,8178,10269,10504,10624,5559,5581,10520
gene:ENSG00000147647,1906,1500,1617,2179,1837,1348,1027,2222
gene:ENSG00000164935,205,172,213,238,216,192,139,305
gene:ENSG00000279138,39,30,18,44,29,11,17,38
gene:ENSG00000147650,1143,880,957,1192,1192,798,599,1265
gene:ENSG00000169946,15301,11212,12641,14796,13244,8220,8140,16584
gene:ENSG00000164830,6474,4869,6668,6833,7850,4171,3447,6655
gene:ENSG00000174429,111,116,118,148,129,76,63,151
gene:ENSG00000154188,2746,1953,2215,2435,2487,1504,1567,3038
gene:ENSG00000147655,2370,1850,2010,2235,2152,1250,1324,2632
gene:ENSG00000104408,5798,4976,9506,7051,9107,4181,3978,6363
gene:ENSG00000104412,741,478,839,893,1081,620,510,636
gene:ENSG00000164841,2368,1640,1889,2305,1949,1313,1098,2324
gene:ENSG00000174417,316,244,269,371,276,244,224,402
gene:ENSG00000120526,1389,1046,1712,1700,2079,1046,1030,1369
gene:ENSG00000120533,1065,961,1253,1226,2083,936,805,1390
gene:ENSG00000205038,2057,1572,2039,2054,2270,1716,1580,2281
gene:ENSG00000147654,700,690,1192,869,1715,848,723,704
gene:ENSG00000147642,1628,1270,1432,1773,1610,926,861,2060
gene:ENSG00000164794,109,103,149,133,118,67,62,191
gene:ENSG00000164796,11005,8359,9863,11373,10654,6645,6463,12915
gene:ENSG00000104447,7629,4889,6900,6976,9201,3419,4605,7870
gene:ENSG00000147677,5792,5463,9997,7210,12360,4777,4488,6486
gene:ENSG00000147679,1903,1641,2474,2582,3247,1655,1545,2073
gene:ENSG00000164754,4013,4291,8688,7694,13993,5052,3975,3586
gene:ENSG00000205002,89,57,92,118,89,57,42,124
gene:ENSG00000164756,2709,2215,2296,2912,2622,1679,1564,3097
gene:ENSG00000164758,757,501,957,999,1187,324,429,598
gene:ENSG00000182197,6988,4744,5690,6669,7366,3664,3775,7308
gene:ENSG00000177570,7177,5596,6583,7431,6443,4212,4179,7806
gene:ENSG00000164761,343,270,249,331,310,214,162,383
gene:ENSG00000184374,1402,1132,1309,1414,1295,736,863,1413
gene:ENSG00000147676,1157,778,1047,1256,1033,660,615,1367
gene:ENSG00000136999,84,65,66,82,85,56,41,101
gene:ENSG00000136960,1708,1413,1698,2172,1964,1059,892,2375
gene:ENSG00000064313,2727,1922,3105,3338,3862,1575,1808,2667
gene:ENSG00000136982,409,323,396,502,543,316,295,507
gene:ENSG00000279347,0,0,0,0,0,0,0,0
gene:ENSG00000155792,3644,2927,3301,4270,3714,1911,2129,4621
gene:ENSG00000187955,5056,3667,3920,5073,4426,2538,2500,5459
gene:ENSG00000172172,1024,774,1202,1109,1503,825,754,917
gene:ENSG00000172167,1335,1100,1416,1666,1547,858,797,1356
gene:ENSG00000172164,6770,4472,5898,7592,9391,3846,4657,7035
gene:ENSG00000170961,625,562,639,759,639,262,354,830
gene:ENSG00000178764,5682,4291,6511,7219,8075,3415,3371,5804
gene:ENSG00000136986,1936,1260,2029,2881,4606,2870,1519,1732
gene:ENSG00000156787,2185,1636,2300,3030,2673,1230,1206,2249
gene:ENSG00000147689,696,592,622,973,808,436,410,995
gene:ENSG00000189376,221,160,228,274,408,160,149,246
gene:ENSG00000259305,118,94,144,150,141,66,74,154
gene:ENSG00000165156,8,11,7,21,12,18,9,30
gene:ENSG00000156802,2380,1981,2483,2934,4677,2013,1780,2705
gene:ENSG00000156795,1220,943,1122,1539,1367,731,661,1462
gene:ENSG00000156804,2021,1720,2793,3439,3385,952,1757,1603
gene:ENSG00000175946,79,67,58,102,84,59,40,108
gene:ENSG00000104537,1099,869,1183,1193,974,705,628,1203
gene:ENSG00000176853,1819,911,1760,1983,2531,1189,1025,1695
gene:ENSG00000214814,4317,2897,3340,4511,3706,2397,2211,4805
gene:ENSG00000164983,1763,1153,1951,2096,2531,733,968,1444
gene:ENSG00000183665,423,274,698,551,509,411,387,342
gene:ENSG00000170881,1651,1062,1590,2026,2406,957,1077,1678
gene:ENSG00000147687,942,965,1290,1333,1395,673,651,1307
gene:ENSG00000147684,2065,2007,3400,2786,5444,2666,2241,2924
gene:ENSG00000170873,13959,4516,5666,10887,5423,5809,3513,7041
gene:ENSG00000180938,92,43,77,114,70,57,63,100
gene:ENSG00000104549,575,493,542,746,1306,955,759,758
gene:ENSG00000164961,2192,1581,2206,2508,2834,1724,1485,2177
gene:ENSG00000156831,6292,5312,7092,8093,8024,3613,3728,7466
gene:ENSG00000173334,1727,700,647,632,3283,4180,2977,6313
gene:ENSG00000168672,178,182,367,321,425,185,320,122
gene:ENSG00000212993,1469,1391,1560,1680,1630,960,815,1524
gene:ENSG00000136997,683,751,2865,1101,6110,1659,2539,1010
gene:ENSG00000280055,31,30,46,33,53,28,23,26
gene:ENSG00000147697,381,334,381,459,386,324,274,444
gene:ENSG00000153310,9265,5987,8973,12008,13044,4685,5616,9778
gene:ENSG00000153317,10858,7356,8601,10130,13878,6199,6659,12570
gene:ENSG00000155897,3786,2927,3215,3733,3400,2231,2101,3975
gene:ENSG00000132294,4032,2679,4549,4864,5584,2448,2331,3435
gene:ENSG00000253117,0,1,8,3,5,0,0,5
gene:ENSG00000258417,25,23,11,21,24,9,19,20
gene:ENSG00000132297,403,275,367,454,363,259,186,455
gene:ENSG00000184156,5428,3977,4505,5962,5151,3471,2979,5876
gene:ENSG00000129295,1356,977,1194,1229,1224,814,760,1315
gene:ENSG00000165071,2337,1680,2930,3030,3108,1187,1690,1934
gene:ENSG00000129292,3193,2537,4391,4592,6669,2126,2729,3023
gene:ENSG00000042832,4498,3484,4134,4853,4758,3546,3147,4987
gene:ENSG00000155926,4274,3034,4474,5925,6894,2903,4359,4416
gene:ENSG00000104415,684,609,555,685,809,517,434,849
gene:ENSG00000104419,2552,1970,2827,2987,4295,1956,1980,2481
gene:ENSG00000008513,6340,4223,9395,8498,10327,3573,4435,4815
gene:ENSG00000066827,4624,3968,3492,4329,4000,3738,2719,4174
gene:ENSG00000278898,27,23,27,41,28,17,25,17
gene:ENSG00000279518,22,21,13,30,25,9,12,22
gene:ENSG00000131773,2493,1775,2047,2336,2233,1493,1325,2893
gene:ENSG00000147724,5578,4329,4897,5831,5135,3579,3383,6620
gene:ENSG00000169436,4582,3864,4310,5057,4569,3687,2769,5583
gene:ENSG00000169427,1249,1021,1053,1357,1226,1013,795,1682
gene:ENSG00000167632,14382,10810,13553,16763,15565,9101,8438,15517
gene:ENSG00000250733,90,72,60,94,85,44,20,105
gene:ENSG00000104472,674,568,844,850,1316,522,498,814
gene:ENSG00000123908,3639,3063,4811,5318,6321,2704,2148,3970
gene:ENSG00000279766,0,0,0,0,0,0,0,0
gene:ENSG00000280326,71,39,39,80,69,34,34,61
gene:ENSG00000169398,6123,5323,6096,6966,6138,3426,3687,6801
gene:ENSG00000279786,0,0,0,0,0,0,0,0
gene:ENSG00000105339,3040,1869,1897,3320,2879,2135,1638,4262
gene:ENSG00000022567,1904,1579,1664,2181,2252,1383,1249,2150
gene:ENSG00000280035,0,0,0,0,0,0,0,0
gene:ENSG00000204882,162,129,181,155,144,124,82,245
gene:ENSG00000184489,567,462,566,625,1097,962,462,767
gene:ENSG00000226807,1019,736,827,1006,932,730,559,1068
gene:ENSG00000226490,38,27,49,32,35,50,23,22
gene:ENSG00000171045,2766,2320,3005,2866,3078,2057,1779,2915
gene:ENSG00000181790,1203,911,1047,1193,1352,985,846,1260
gene:ENSG00000198576,28,42,16,17,25,24,22,37
gene:ENSG00000234616,598,508,963,871,874,461,347,484
gene:ENSG00000167653,96,84,113,157,122,119,94,187
gene:ENSG00000160886,44,110,60,50,52,35,23,47
gene:ENSG00000130193,286,263,396,468,383,200,198,204
gene:ENSG00000126233,9,10,10,10,18,8,10,13
gene:ENSG00000197353,23,21,22,58,14,19,11,79
gene:ENSG00000284505,6,14,4,11,24,21,22,19
gene:ENSG00000283992,0,0,0,0,0,0,0,0
gene:ENSG00000180155,0,0,0,0,0,0,0,0
gene:ENSG00000167656,4,10,12,12,16,9,14,20
gene:ENSG00000104499,1141,937,1082,1270,1077,777,624,1242
gene:ENSG00000160882,54,66,80,102,76,76,56,93
gene:ENSG00000179142,79,40,63,112,57,50,54,101
gene:ENSG00000160932,486,481,711,890,1617,1592,2201,741
gene:ENSG00000261667,38,23,13,35,25,23,11,28
gene:ENSG00000176956,19,10,17,32,30,12,12,16
gene:ENSG00000277494,30,22,32,29,40,26,37,35
gene:ENSG00000181638,2,0,9,2,2,2,1,4
gene:ENSG00000264668,102,87,101,138,116,59,53,136
gene:ENSG00000250571,57,30,42,79,65,27,29,33
gene:ENSG00000185730,329,279,596,565,556,293,220,316
gene:ENSG00000184428,1294,1077,1545,1415,1518,846,880,1735
gene:ENSG00000158106,158,242,432,271,450,215,182,210
gene:ENSG00000182759,79,90,73,97,96,51,48,82
gene:ENSG00000014164,2074,1631,2124,2453,2880,1504,1279,2541
gene:ENSG00000104518,1302,1528,2756,2767,3945,1726,1870,2279
gene:ENSG00000204839,138,157,92,119,160,113,82,129
gene:ENSG00000147813,941,746,1016,722,911,509,497,1458
gene:ENSG00000279605,161,289,520,415,465,599,222,180
gene:ENSG00000104529,7644,9175,19026,14661,18377,6421,6057,8997
gene:ENSG00000179886,247,178,405,391,400,169,144,206
gene:ENSG00000104524,137,146,222,220,250,204,115,129
gene:ENSG00000104522,349,447,660,697,968,558,304,339
gene:ENSG00000183309,797,648,1148,1096,1249,669,703,664
gene:ENSG00000181135,739,574,967,1057,909,543,436,838
gene:ENSG00000255181,21,11,19,11,8,13,0,12
gene:ENSG00000181085,72,51,67,68,70,98,63,57
gene:ENSG00000180921,192,150,278,247,271,149,130,254
gene:ENSG00000203499,1119,918,1044,1190,1117,803,541,1285
gene:ENSG00000180900,896,698,1111,1280,1407,753,600,749
gene:ENSG00000179950,1529,1339,2351,2272,3241,1606,1340,1621
gene:ENSG00000185189,281,147,370,346,208,168,161,147
gene:ENSG00000261150,190,237,659,234,384,195,149,193
gene:ENSG00000178209,5097,3550,6927,4578,7239,3972,3376,4954
gene:ENSG00000178685,967,836,1592,1368,1540,1038,978,965
gene:ENSG00000178719,782,463,497,322,1015,520,398,1251
gene:ENSG00000186583,753,767,712,1079,961,427,431,1073
gene:ENSG00000178814,128,112,109,92,164,105,112,255
gene:ENSG00000178896,226,237,385,400,784,497,296,284
gene:ENSG00000197858,903,774,1213,1379,1834,1069,539,803
gene:ENSG00000179091,1919,1536,2184,1967,3695,2696,1354,2065
gene:ENSG00000179526,934,882,1546,1409,1891,870,684,1006
gene:ENSG00000179632,867,904,1482,1844,1871,820,641,969
gene:ENSG00000179698,149,103,153,214,207,82,119,178
gene:ENSG00000235173,243,164,441,439,487,254,211,173
gene:ENSG00000179832,2428,1901,2792,2806,2843,1504,1287,2743
gene:ENSG00000261236,664,467,713,733,1104,645,474,573
gene:ENSG00000260428,47,27,67,65,83,26,42,59
gene:ENSG00000185122,1583,1223,1960,2028,2627,923,922,1639
gene:ENSG00000185000,734,533,714,746,884,444,331,732
gene:ENSG00000261678,44,37,40,60,59,28,31,71
gene:ENSG00000261587,25,26,9,15,19,9,15,23
gene:ENSG00000271698,1,5,1,5,6,7,0,1
gene:ENSG00000185803,515,400,590,813,1085,669,417,373
gene:ENSG00000182325,150,118,213,261,181,130,115,108
gene:ENSG00000173137,431,411,571,568,576,289,311,469
gene:ENSG00000071894,1325,817,1548,1519,1967,1209,1007,1213
gene:ENSG00000147804,157,115,190,160,315,183,97,231
gene:ENSG00000160948,2032,1632,3095,3180,3103,1681,1326,1955
gene:ENSG00000160949,351,271,374,461,557,312,196,389
gene:ENSG00000187954,617,559,1104,834,1134,498,432,640
gene:ENSG00000167702,450,254,571,399,610,312,187,346
gene:ENSG00000160973,15,14,21,16,32,7,17,31
gene:ENSG00000160972,530,421,685,684,661,365,290,574
gene:ENSG00000167701,43,28,34,36,25,19,30,27
gene:ENSG00000167700,92,78,126,107,212,121,50,106
gene:ENSG00000160957,76,74,103,121,477,417,214,84
gene:ENSG00000160959,397,407,1016,724,796,356,321,215
gene:ENSG00000254402,93,55,118,153,120,63,47,63
gene:ENSG00000213563,46,34,46,30,43,31,39,55
gene:ENSG00000147799,997,921,938,1278,987,679,548,1251
gene:ENSG00000198169,1247,889,1516,1583,1425,583,696,1091
gene:ENSG00000196378,404,308,544,578,466,243,202,352
gene:ENSG00000161016,17000,21534,39177,22070,55624,20993,14573,26213
gene:ENSG00000197363,367,229,413,395,374,235,220,283
gene:ENSG00000147789,836,688,1134,1077,1203,687,574,834
gene:ENSG00000170619,656,418,776,827,989,519,436,579
gene:ENSG00000196150,583,486,646,956,774,356,315,578
gene:ENSG00000170631,835,601,882,1082,829,377,402,708
gene:ENSG00000182307,745,518,1223,985,1547,676,772,727
gene:ENSG00000181404,1534,1399,2166,2015,1947,1056,916,1538
gene:ENSG00000170122,31,22,16,17,46,32,9,39
gene:ENSG00000172785,1140,856,1337,1199,2019,940,872,1341
gene:ENSG00000107099,13522,9091,15944,13475,21637,9540,9384,12665
gene:ENSG00000107104,5380,3806,5312,6094,6408,2778,2659,5585
gene:ENSG00000137090,2029,1600,1853,2372,1929,1163,1042,2400
gene:ENSG00000064218,211,136,175,213,236,102,85,245
gene:ENSG00000173253,67,38,71,112,70,77,33,79
gene:ENSG00000080503,8085,6174,11791,12654,14715,5032,5886,6793
gene:ENSG00000147852,539,387,410,604,472,303,232,567
gene:ENSG00000168263,190,184,180,219,141,111,74,201
gene:ENSG00000080608,2644,1906,2788,2797,3628,1628,1804,2056
gene:ENSG00000080298,5784,4038,7755,7901,8356,2455,2781,5062
gene:ENSG00000107249,7597,5772,6601,7738,6884,4730,4405,8243
gene:ENSG00000106688,1726,1267,1571,1847,1606,993,1059,1976
gene:ENSG00000106686,1851,1476,1711,2162,1633,1084,983,2033
gene:ENSG00000205808,122,80,194,186,205,124,154,87
gene:ENSG00000106993,793,622,1283,1174,1223,499,501,787
gene:ENSG00000147853,1040,1004,1871,1628,2669,922,861,1116
gene:ENSG00000120158,1943,1496,1971,2261,2534,1299,1258,1877
gene:ENSG00000096968,5884,4096,4187,4494,7375,3168,3810,7851
gene:ENSG00000120210,1166,738,944,1229,1122,590,679,1231
gene:ENSG00000120211,28,31,34,37,42,29,33,26
gene:ENSG00000107014,43,17,73,58,43,33,26,42
gene:ENSG00000107018,45,24,67,43,52,33,31,27
